postural_hilbert_max_amplitude,postural_hilbert_mean_amplitude,postural_spectrogram_mean_frequency,postural_spectrogram_max_frequency,postural_spectrogram_max_amplitude,postural_power_spectral_dominant_frequency,postural_power_spectral_max_amplitude
0.10104441160266446,0.020450772609456373,0.09765625,0.0,0.0001556114168202659,5.76171875,8.157604654136814e-05
