postural_hilbert_max_amplitude,postural_hilbert_mean_amplitude,postural_spectrogram_mean_frequency,postural_spectrogram_max_frequency,postural_spectrogram_max_amplitude,postural_power_spectral_dominant_frequency,postural_power_spectral_max_amplitude
0.2549496574707871,0.07023851365848818,0.09765625,0.09765625,0.0023221538423734765,5.6640625,0.0012358769882812811
