postural_hilbert_max_amplitude,postural_hilbert_mean_amplitude,postural_spectrogram_mean_frequency,postural_spectrogram_max_frequency,postural_spectrogram_max_amplitude,postural_power_spectral_dominant_frequency,postural_power_spectral_max_amplitude
0.07337734137076385,0.02016193067012066,0.0,0.0,0.00020995703499878545,5.6640625,0.00032628560501055765
