postural_hilbert_max_amplitude,postural_hilbert_mean_amplitude,postural_spectrogram_mean_frequency,postural_spectrogram_max_frequency,postural_spectrogram_max_amplitude,postural_power_spectral_dominant_frequency,postural_power_spectral_max_amplitude
0.0651390359085899,0.019330397512954994,0.0,0.0,0.00014847804395930105,3.80859375,0.00016240634044086124
