postural_hilbert_max_amplitude,postural_hilbert_mean_amplitude,postural_spectrogram_mean_frequency,postural_spectrogram_max_frequency,postural_spectrogram_max_amplitude,postural_power_spectral_dominant_frequency,postural_power_spectral_max_amplitude
0.2104924582292192,0.011921796373288506,0.0,0.0,0.00013718650077296606,6.25,3.459708247513476e-05
